4.117647058823530326e-01,4.814814814814815103e-01,5.555555555555556912e-01,4.999999999999997780e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999997780e-01
0.000000000000000000e+00,3.703703703703703498e-02,0.000000000000000000e+00,9.999999999999997780e-01
1.000000000000000222e+00,3.703703703703703498e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000222e+00,1.000000000000000222e+00,9.999999999999997780e-01
1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,0.000000000000000000e+00
1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,9.999999999999997780e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000222e+00,0.000000000000000000e+00
1.000000000000000000e+00,9.629629629629630205e-01,2.592592592592591894e-01,4.999999999999999584e-02
1.000000000000000000e+00,2.222222222222222654e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,3.333333333333333703e-01,8.999999999999999112e-01
1.176470588235293407e-01,7.037037037037037202e-01,5.185185185185186008e-01,0.000000000000000000e+00
1.000000000000000000e+00,6.296296296296296502e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.703703703703703498e-02,1.000000000000000000e+00,6.500000000000001332e-01
4.705882352941175295e-01,1.000000000000000000e+00,2.962962962962962798e-01,0.000000000000000000e+00
2.352941176470587370e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,8.518518518518518601e-01,4.999999999999999584e-02
0.000000000000000000e+00,2.962962962962962798e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.703703703703703498e-02,6.666666666666667407e-01,1.000000000000000000e+00
0.000000000000000000e+00,3.703703703703704608e-01,1.481481481481481122e-01,5.999999999999999778e-01
2.352941176470587370e-01,1.000000000000000000e+00,9.629629629629630205e-01,5.499999999999999334e-01
1.764705882352939625e-01,8.148148148148147696e-01,2.222222222222222654e-01,1.000000000000000000e+00
5.294117647058823595e-01,9.629629629629630205e-01,8.518518518518518601e-01,1.000000000000000000e+00
0.000000000000000000e+00,8.518518518518518601e-01,1.000000000000000000e+00,3.499999999999999223e-01
4.705882352941175295e-01,0.000000000000000000e+00,1.111111111111111188e-01,5.499999999999999334e-01
1.000000000000000000e+00,9.259259259259260411e-01,7.037037037037037202e-01,9.999999999999999167e-02
0.000000000000000000e+00,1.000000000000000000e+00,6.296296296296296502e-01,6.500000000000001332e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.999999999999999778e-01
7.058823529411764053e-01,1.000000000000000000e+00,3.703703703703704608e-01,4.999999999999999445e-01
1.000000000000000000e+00,7.777777777777777901e-01,5.555555555555556912e-01,9.999999999999999167e-02
1.000000000000000000e+00,9.629629629629630205e-01,9.629629629629630205e-01,3.499999999999999223e-01
5.294117647058823595e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.294117647058823595e-01,1.000000000000000000e+00,5.555555555555556912e-01,2.499999999999999445e-01
1.000000000000000000e+00,2.222222222222222654e-01,1.851851851851852027e-01,5.499999999999999334e-01
0.000000000000000000e+00,1.000000000000000000e+00,4.444444444444444753e-01,3.499999999999999223e-01
5.294117647058823595e-01,4.074074074074073848e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.962962962962962798e-01,1.000000000000000000e+00,4.999999999999999445e-01
4.705882352941175295e-01,1.000000000000000000e+00,7.407407407407408106e-01,9.999999999999999167e-02
1.000000000000000000e+00,5.925925925925925597e-01,2.222222222222222654e-01,8.999999999999999112e-01
1.000000000000000000e+00,5.555555555555555802e-01,1.000000000000000000e+00,3.499999999999999223e-01
1.176470588235294656e-01,6.296296296296296502e-01,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.814814814814815103e-01,1.481481481481481399e-01,2.499999999999999445e-01
0.000000000000000000e+00,3.333333333333333703e-01,1.000000000000000000e+00,0.000000000000000000e+00
4.705882352941175295e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.411764705882352811e-01,2.592592592592592449e-01,1.481481481481481399e-01,0.000000000000000000e+00
1.000000000000000000e+00,3.333333333333333703e-01,5.925925925925925597e-01,0.000000000000000000e+00
1.000000000000000000e+00,6.666666666666667407e-01,7.037037037037037202e-01,5.499999999999999334e-01
1.000000000000000000e+00,4.814814814814815103e-01,8.518518518518518601e-01,8.499999999999998668e-01
1.000000000000000000e+00,4.074074074074073848e-01,5.185185185185186008e-01,6.999999999999998446e-01
1.000000000000000000e+00,1.851851851851852027e-01,3.333333333333333703e-01,8.999999999999999112e-01
2.941176470588234837e-01,1.111111111111111188e-01,2.962962962962962798e-01,3.499999999999999223e-01
6.470588235294116863e-01,7.777777777777777901e-01,7.777777777777777901e-01,1.999999999999999833e-01
1.764705882352941013e-01,5.185185185185186008e-01,5.185185185185186008e-01,0.000000000000000000e+00
8.235294117647059542e-01,3.703703703703703498e-02,2.222222222222222654e-01,8.999999999999999112e-01
7.058823529411764053e-01,3.333333333333333703e-01,4.814814814814815103e-01,4.999999999999999445e-01
1.000000000000000000e+00,1.000000000000000000e+00,5.185185185185186008e-01,7.499999999999998890e-01
0.000000000000000000e+00,3.703703703703703498e-02,2.592592592592592449e-01,1.500000000000000222e-01
9.411764705882352811e-01,7.037037037037037202e-01,1.000000000000000000e+00,9.999999999999999167e-02
1.000000000000000000e+00,5.925925925925925597e-01,2.592592592592592449e-01,5.499999999999999334e-01
7.058823529411764053e-01,5.555555555555555802e-01,1.851851851851852027e-01,3.999999999999998557e-01
5.882352941176470784e-01,4.074074074074073848e-01,9.629629629629630205e-01,0.000000000000000000e+00
2.352941176470587370e-01,5.185185185185186008e-01,2.222222222222222654e-01,1.500000000000000222e-01
5.294117647058823595e-01,5.925925925925925597e-01,2.962962962962962798e-01,1.000000000000000000e+00
1.000000000000000000e+00,7.777777777777777901e-01,1.000000000000000000e+00,4.499999999999999001e-01
7.058823529411764053e-01,4.074074074074073848e-01,1.481481481481481399e-01,5.499999999999999334e-01
3.529411764705882582e-01,7.407407407407408106e-01,7.407407407407408106e-01,4.999999999999999584e-02
5.294117647058823595e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.999999999999998557e-01
1.000000000000000000e+00,1.000000000000000000e+00,5.185185185185186008e-01,2.999999999999999334e-01
1.176470588235294656e-01,9.629629629629630205e-01,2.592592592592592449e-01,0.000000000000000000e+00
1.000000000000000000e+00,7.407407407407406996e-02,6.296296296296296502e-01,4.499999999999999001e-01
1.764705882352941013e-01,9.259259259259260411e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.764705882352941013e-01,1.481481481481481399e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.176470588235294656e-01,9.259259259259260411e-01,8.148148148148147696e-01,1.000000000000000000e+00
0.000000000000000000e+00,8.888888888888889506e-01,5.555555555555555802e-01,1.000000000000000000e+00
5.882352941176470507e-02,1.000000000000000000e+00,2.962962962962962798e-01,3.499999999999999223e-01
6.470588235294116863e-01,9.629629629629630205e-01,2.592592592592592449e-01,1.000000000000000000e+00
2.941176470588234837e-01,4.074074074074073848e-01,1.851851851851852027e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.851851851851852027e-01,1.000000000000000000e+00,9.499999999999999556e-01
3.529411764705882582e-01,1.000000000000000000e+00,6.666666666666667407e-01,6.999999999999998446e-01
8.235294117647059542e-01,1.000000000000000000e+00,9.629629629629630205e-01,3.499999999999999223e-01
9.411764705882352811e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999998557e-01
3.529411764705882582e-01,4.074074074074073848e-01,1.000000000000000000e+00,4.499999999999999001e-01
1.764705882352941013e-01,1.000000000000000000e+00,5.185185185185186008e-01,8.499999999999998668e-01
6.470588235294116863e-01,7.037037037037037202e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.882352941176470784e-01,2.962962962962962798e-01,1.000000000000000000e+00,2.999999999999999334e-01
0.000000000000000000e+00,5.555555555555555802e-01,1.000000000000000000e+00,3.499999999999999223e-01
2.352941176470587370e-01,1.851851851851852027e-01,4.444444444444444753e-01,1.000000000000000000e+00
5.882352941176470507e-02,5.925925925925925597e-01,1.851851851851852027e-01,0.000000000000000000e+00
